time_s,q1_rad,q2_rad,q3_rad,q4_rad,q5_rad,q6_rad,dq1_rad_s,dq2_rad_s,dq3_rad_s,dq4_rad_s,dq5_rad_s,dq6_rad_s,ddq1_rad_s2,ddq2_rad_s2,ddq3_rad_s2,ddq4_rad_s2,ddq5_rad_s2,ddq6_rad_s2,ee_x_m,ee_y_m,ee_z_m
12.90000000,-0.50005517,-0.89185371,1.34010974,-0.09984994,-0.40003881,-0.14999559,0.00002388,0.05407803,-0.06480086,-0.00014829,0.00001431,0.00003069,0.00009665,0.21888727,-0.26228920,-0.00060023,0.00005793,0.00012422,0.28026279,-0.50878034,0.06561054
12.92000000,-0.50005467,-0.89072814,1.33876098,-0.09985303,-0.40003852,-0.14999495,0.00002583,0.05849080,-0.07008861,-0.00016039,0.00001548,0.00003319,0.00009815,0.22228646,-0.26636240,-0.00060956,0.00005883,0.00012615,0.28053530,-0.50892897,0.06577227
12.94000000,-0.50005414,-0.88951367,1.33730570,-0.09985636,-0.40003819,-0.14999426,0.00002780,0.06296542,-0.07545048,-0.00017266,0.00001667,0.00003573,0.00009938,0.22507497,-0.26970383,-0.00061720,0.00005957,0.00012773,0.28082905,-0.50908918,0.06594712
12.96000000,-0.50005356,-0.88820919,1.33574256,-0.09985993,-0.40003785,-0.14999352,0.00002980,0.06748982,-0.08087200,-0.00018507,0.00001786,0.00003830,0.00010035,0.22726753,-0.27233113,-0.00062322,0.00006015,0.00012898,0.28114427,-0.50926110,0.06613532
12.98000000,-0.50005295,-0.88681382,1.33407051,-0.09986376,-0.40003748,-0.14999273,0.00003182,0.07205224,-0.08633908,-0.00019758,0.00001907,0.00004089,0.00010106,0.22887883,-0.27426193,-0.00062763,0.00006058,0.00012989,0.28148111,-0.50944481,0.06633710
13.00000000,-0.50005229,-0.88532692,1.33228879,-0.09986784,-0.40003709,-0.14999188,0.00003384,0.07664120,-0.09183795,-0.00021017,0.00002028,0.00004349,0.00010152,0.22992360,-0.27551386,-0.00063050,0.00006085,0.00013048,0.28183963,-0.50964035,0.06655263
13.02000000,-0.50005159,-0.88374807,1.33039687,-0.09987217,-0.40003667,-0.14999099,0.00003587,0.08124551,-0.09735523,-0.00022279,0.00002150,0.00004611,0.00010174,0.23041656,-0.27610457,-0.00063185,0.00006098,0.00013076,0.28221987,-0.50984773,0.06678208
13.04000000,-0.50005085,-0.88207707,1.32839454,-0.09987675,-0.40003623,-0.14999004,0.00003791,0.08585428,-0.10287785,-0.00023543,0.00002272,0.00004872,0.00010172,0.23037241,-0.27605167,-0.00063173,0.00006097,0.00013074,0.28262180,-0.51006693,0.06702558
13.06000000,-0.50005008,-0.88031394,1.32628181,-0.09988158,-0.40003576,-0.14998904,0.00003994,0.09045692,-0.10839312,-0.00024805,0.00002394,0.00005134,0.00010147,0.22980588,-0.27537280,-0.00063018,0.00006082,0.00013042,0.28304532,-0.51029791,0.06728324
13.08000000,-0.50004926,-0.87845891,1.32405895,-0.09988667,-0.40003527,-0.14998798,0.00004197,0.09504313,-0.11388870,-0.00026063,0.00002516,0.00005394,0.00010100,0.22873168,-0.27408560,-0.00062723,0.00006054,0.00012981,0.28349027,-0.51054058,0.06755514
13.10000000,-0.50004840,-0.87651239,1.32172647,-0.09989201,-0.40003475,-0.14998688,0.00004398,0.09960290,-0.11935261,-0.00027313,0.00002636,0.00005653,0.00010031,0.22716452,-0.27220770,-0.00062293,0.00006012,0.00012892,0.28395647,-0.51079484,0.06784133
13.12000000,-0.50004750,-0.87447503,1.31928513,-0.09989760,-0.40003421,-0.14998572,0.00004598,0.10412653,-0.12477319,-0.00028554,0.00002756,0.00005909,0.00009940,0.22511912,-0.26975673,-0.00061732,0.00005958,0.00012776,0.28444366,-0.51106054,0.06814186
13.14000000,-0.50004656,-0.87234764,1.31673591,-0.09990343,-0.40003365,-0.14998452,0.00004796,0.10860458,-0.13013917,-0.00029782,0.00002874,0.00006163,0.00009830,0.22261019,-0.26675032,-0.00061044,0.00005892,0.00012633,0.28495154,-0.51133752,0.06845674
13.16000000,-0.50004558,-0.87013121,1.31408000,-0.09990951,-0.40003306,-0.14998326,0.00004991,0.11302794,-0.13543962,-0.00030995,0.00002992,0.00006414,0.00009699,0.21965246,-0.26320611,-0.00060233,0.00005814,0.00012466,0.28547975,-0.51162559,0.06878595
13.18000000,-0.50004456,-0.86782694,1.31131883,-0.09991583,-0.40003245,-0.14998195,0.00005183,0.11738778,-0.14066395,-0.00032190,0.00003107,0.00006662,0.00009549,0.21626062,-0.25914173,-0.00059303,0.00005724,0.00012273,0.28602791,-0.51192453,0.06912945
13.20000000,-0.50004351,-0.86543618,1.30845402,-0.09992238,-0.40003182,-0.14998059,0.00005373,0.12167557,-0.14580194,-0.00033366,0.00003220,0.00006905,0.00009381,0.21244941,-0.25457481,-0.00058258,0.00005623,0.00012057,0.28659556,-0.51223411,0.06948718
13.22000000,-0.50004241,-0.86296046,1.30548739,-0.09992917,-0.40003117,-0.14997919,0.00005558,0.12588306,-0.15084371,-0.00034520,0.00003332,0.00007144,0.00009195,0.20823353,-0.24952299,-0.00057102,0.00005511,0.00011818,0.28718224,-0.51255405,0.06985907
13.24000000,-0.50004128,-0.86040145,1.30242098,-0.09993619,-0.40003049,-0.14997774,0.00005740,0.13000231,-0.15577974,-0.00035649,0.00003441,0.00007378,0.00008991,0.20362770,-0.24400390,-0.00055839,0.00005389,0.00011556,0.28778741,-0.51288408,0.07024500
13.26000000,-0.50004012,-0.85776100,1.29925697,-0.09994343,-0.40002979,-0.14997624,0.00005918,0.13402567,-0.16060087,-0.00036753,0.00003547,0.00007606,0.00008771,0.19864664,-0.23803516,-0.00054473,0.00005258,0.00011273,0.28841051,-0.51322388,0.07064484
13.28000000,-0.50003892,-0.85504111,1.29599777,-0.09995089,-0.40002907,-0.14997469,0.00006091,0.13794577,-0.16529827,-0.00037828,0.00003651,0.00007829,0.00008536,0.19330505,-0.23163442,-0.00053008,0.00005116,0.00010970,0.28905095,-0.51357313,0.07105843
13.30000000,-0.50003768,-0.85224391,1.29264592,-0.09995856,-0.40002833,-0.14997311,0.00006259,0.14175557,-0.16986348,-0.00038872,0.00003752,0.00008045,0.00008284,0.18761766,-0.22481931,-0.00051449,0.00004966,0.00010648,0.28970809,-0.51393149,0.07148561
13.32000000,-0.50003641,-0.84937167,1.28920416,-0.09996643,-0.40002757,-0.14997148,0.00006422,0.14544827,-0.17428840,-0.00039885,0.00003850,0.00008254,0.00008019,0.18159918,-0.21760746,-0.00049798,0.00004806,0.00010306,0.29038127,-0.51429860,0.07192616
13.34000000,-0.50003511,-0.84642680,1.28567537,-0.09997451,-0.40002679,-0.14996980,0.00006580,0.14901742,-0.17856525,-0.00040864,0.00003944,0.00008457,0.00007739,0.17526432,-0.21001650,-0.00048061,0.00004639,0.00009946,0.29106981,-0.51467407,0.07237987
13.36000000,-0.50003378,-0.84341184,1.28206259,-0.09998278,-0.40002599,-0.14996809,0.00006732,0.15245684,-0.18268665,-0.00041807,0.00004035,0.00008652,0.00007446,0.16862781,-0.20206407,-0.00046241,0.00004463,0.00009570,0.29177297,-0.51505751,0.07284648
13.38000000,-0.50003242,-0.84032943,1.27836899,-0.09999123,-0.40002518,-0.14996634,0.00006878,0.15576062,-0.18664552,-0.00042713,0.00004123,0.00008840,0.00007140,0.16170435,-0.19376780,-0.00044343,0.00004280,0.00009177,0.29249001,-0.51544852,0.07332573
13.40000000,-0.50003103,-0.83718235,1.27459790,-0.09999986,-0.40002434,-0.14996456,0.00007017,0.15892319,-0.19043518,-0.00043580,0.00004206,0.00009019,0.00006822,0.15450866,-0.18514532,-0.00042370,0.00004089,0.00008769,0.29322017,-0.51584668,0.07381732
13.42000000,-0.50002961,-0.83397348,1.27075275,-0.10000866,-0.40002349,-0.14996274,0.00007151,0.16193925,-0.19404928,-0.00044407,0.00004286,0.00009190,0.00006493,0.14705546,-0.17621426,-0.00040326,0.00003892,0.00008346,0.29396264,-0.51625154,0.07432093
13.44000000,-0.50002817,-0.83070579,1.26683714,-0.10001762,-0.40002263,-0.14996088,0.00007277,0.16480379,-0.19748181,-0.00045193,0.00004362,0.00009353,0.00006154,0.13935945,-0.16699226,-0.00038215,0.00003688,0.00007909,0.29471662,-0.51666268,0.07483622
13.46000000,-0.50002670,-0.82738237,1.26285473,-0.10002673,-0.40002175,-0.14995900,0.00007397,0.16751211,-0.20072715,-0.00045935,0.00004434,0.00009507,0.00005804,0.13143537,-0.15749695,-0.00036042,0.00003479,0.00007459,0.29548127,-0.51707963,0.07536284
13.48000000,-0.50002521,-0.82400638,1.25880933,-0.10003599,-0.40002086,-0.14995708,0.00007509,0.17005979,-0.20377999,-0.00046634,0.00004501,0.00009651,0.00005444,0.12329791,-0.14774596,-0.00033811,0.00003263,0.00006997,0.29625576,-0.51750194,0.07590039
13.50000000,-0.50002370,-0.82058108,1.25470485,-0.10004538,-0.40001995,-0.14995514,0.00007614,0.17244270,-0.20663540,-0.00047287,0.00004564,0.00009786,0.00005076,0.11496180,-0.13775693,-0.00031525,0.00003043,0.00006524,0.29703922,-0.51792913,0.07644847
13.52000000,-0.50002217,-0.81710979,1.25054526,-0.10005490,-0.40001903,-0.14995317,0.00007712,0.17465703,-0.20928880,-0.00047895,0.00004623,0.00009912,0.00004700,0.10644175,-0.12754749,-0.00029189,0.00002817,0.00006041,0.29783079,-0.51836074,0.07700664
13.54000000,-0.50002062,-0.81359594,1.24633467,-0.10006454,-0.40001810,-0.14995117,0.00007802,0.17669924,-0.21173595,-0.00048455,0.00004677,0.00010028,0.00004316,0.09775248,-0.11713527,-0.00026806,0.00002587,0.00005548,0.29862958,-0.51879629,0.07757447
13.56000000,-0.50001905,-0.81004299,1.24207723,-0.10007428,-0.40001716,-0.14994916,0.00007885,0.17856610,-0.21397297,-0.00048967,0.00004726,0.00010134,0.00003926,0.08890870,-0.10653791,-0.00024381,0.00002353,0.00005046,0.29943472,-0.51923528,0.07815146
13.58000000,-0.50001746,-0.80645449,1.23777718,-0.10008412,-0.40001621,-0.14994712,0.00007959,0.18025466,-0.21599635,-0.00049430,0.00004771,0.00010230,0.00003529,0.07992512,-0.09577303,-0.00021917,0.00002115,0.00004536,0.30024531,-0.51967724,0.07873714
13.60000000,-0.50001586,-0.80283401,1.23343882,-0.10009405,-0.40001525,-0.14994507,0.00008026,0.18176227,-0.21780289,-0.00049843,0.00004811,0.00010315,0.00003127,0.07081647,-0.08485827,-0.00019419,0.00001874,0.00004019,0.30106044,-0.52012168,0.07933097
13.62000000,-0.50001425,-0.79918522,1.22906652,-0.10010406,-0.40001429,-0.14994299,0.00008084,0.18308658,-0.21938980,-0.00050206,0.00004846,0.00010390,0.00002720,0.06159745,-0.07381127,-0.00016891,0.00001630,0.00003496,0.30187924,-0.52056811,0.07993244
13.64000000,-0.50001263,-0.79551179,1.22466471,-0.10011413,-0.40001331,-0.14994091,0.00008135,0.18422553,-0.22075458,-0.00050519,0.00004876,0.00010455,0.00002309,0.05228279,-0.06264965,-0.00014337,0.00001384,0.00002967,0.30270080,-0.52101603,0.08054099
13.66000000,-0.50001100,-0.79181744,1.22023784,-0.10012426,-0.40001234,-0.14993881,0.00008177,0.18517736,-0.22189513,-0.00050780,0.00004901,0.00010509,0.00001894,0.04288719,-0.05139105,-0.00011761,0.00001135,0.00002434,0.30352422,-0.52146497,0.08115604
13.68000000,-0.50000936,-0.78810595,1.21579041,-0.10013444,-0.40001135,-0.14993671,0.00008210,0.18594058,-0.22280969,-0.00050989,0.00004921,0.00010552,0.00001476,0.03342537,-0.04005310,-0.00009166,0.00000885,0.00001897,0.30434862,-0.52191443,0.08177701
13.70000000,-0.50000772,-0.78438109,1.21132696,-0.10014465,-0.40001037,-0.14993459,0.00008236,0.18651403,-0.22349685,-0.00051146,0.00004937,0.00010585,0.00001056,0.02391205,-0.02865344,-0.00006557,0.00000633,0.00001357,0.30517310,-0.52236393,0.08240329
13.72000000,-0.50000607,-0.78064666,1.20685206,-0.10015489,-0.40000938,-0.14993247,0.00008253,0.18689682,-0.22395554,-0.00051251,0.00004947,0.00010607,0.00000634,0.01436195,-0.01720970,-0.00003938,0.00000380,0.00000815,0.30599680,-0.52281299,0.08303425
13.74000000,-0.50000442,-0.77690649,1.20237027,-0.10016515,-0.40000839,-0.14993035,0.00008261,0.18708836,-0.22418506,-0.00051304,0.00004952,0.00010618,0.00000211,0.00478977,-0.00573950,-0.00001313,0.00000127,0.00000272,0.30681883,-0.52326114,0.08366926
13.76000000,-0.50000276,-0.77316440,1.19788619,-0.10017541,-0.40000740,-0.14992823,0.00008261,0.18708836,-0.22418506,-0.00051304,0.00004952,0.00010618,-0.00000211,-0.00478977,0.00573950,0.00001313,-0.00000127,-0.00000272,0.30763834,-0.52370791,0.08430767
13.78000000,-0.50000111,-0.76942423,1.19340440,-0.10018567,-0.40000641,-0.14992610,0.00008253,0.18689682,-0.22395554,-0.00051251,0.00004947,0.00010607,-0.00000634,-0.01436195,0.01720970,0.00003938,-0.00000380,-0.00000815,0.30845448,-0.52415283,0.08494880
13.80000000,-0.49999946,-0.76568980,1.18892949,-0.10019591,-0.40000542,-0.14992399,0.00008236,0.18651403,-0.22349685,-0.00051146,0.00004937,0.00010585,-0.00001056,-0.02391205,0.02865344,0.00006557,-0.00000633,-0.00001357,0.30926641,-0.52459545,0.08559199
13.82000000,-0.49999782,-0.76196494,1.18446605,-0.10020612,-0.40000444,-0.14992187,0.00008210,0.18594058,-0.22280969,-0.00050989,0.00004921,0.00010552,-0.00001476,-0.03342537,0.04005310,0.00009166,-0.00000885,-0.00001897,0.31007330,-0.52503532,0.08623654
13.84000000,-0.49999618,-0.75825345,1.18001862,-0.10021630,-0.40000345,-0.14991977,0.00008177,0.18517736,-0.22189513,-0.00050780,0.00004901,0.00010509,-0.00001894,-0.04288719,0.05139105,0.00011761,-0.00001135,-0.00002434,0.31087436,-0.52547201,0.08688176
13.86000000,-0.49999455,-0.75455910,1.17559175,-0.10022643,-0.40000248,-0.14991767,0.00008135,0.18422553,-0.22075458,-0.00050519,0.00004876,0.00010455,-0.00002309,-0.05228279,0.06264965,0.00014337,-0.00001384,-0.00002967,0.31166880,-0.52590507,0.08752694
13.88000000,-0.49999293,-0.75088567,1.17118993,-0.10023650,-0.40000150,-0.14991558,0.00008084,0.18308658,-0.21938980,-0.00050206,0.00004846,0.00010390,-0.00002720,-0.06159745,0.07381127,0.00016891,-0.00001630,-0.00003496,0.31245583,-0.52633409,0.08817137
13.90000000,-0.49999131,-0.74723688,1.16681764,-0.10024651,-0.40000054,-0.14991351,0.00008026,0.18176227,-0.21780289,-0.00049843,0.00004811,0.00010315,-0.00003127,-0.07081647,0.08485827,0.00019419,-0.00001874,-0.00004019,0.31323470,-0.52675866,0.08881432
13.92000000,-0.49998972,-0.74361640,1.16247928,-0.10025644,-0.39999958,-0.14991146,0.00007959,0.18025466,-0.21599635,-0.00049430,0.00004771,0.00010230,-0.00003529,-0.07992512,0.09577303,0.00021917,-0.00002115,-0.00004536,0.31400469,-0.52717838,0.08945508
13.94000000,-0.49998813,-0.74002790,1.15817923,-0.10026628,-0.39999863,-0.14990942,0.00007885,0.17856610,-0.21397297,-0.00048967,0.00004726,0.00010134,-0.00003926,-0.08890870,0.10653791,0.00024381,-0.00002353,-0.00005046,0.31476508,-0.52759285,0.09009292
13.96000000,-0.49998656,-0.73647495,1.15392179,-0.10027602,-0.39999769,-0.14990741,0.00007802,0.17669924,-0.21173595,-0.00048455,0.00004677,0.00010028,-0.00004316,-0.09775248,0.11713527,0.00026806,-0.00002587,-0.00005548,0.31551517,-0.52800171,0.09072712
13.98000000,-0.49998501,-0.73296110,1.14971119,-0.10028566,-0.39999676,-0.14990541,0.00007712,0.17465703,-0.20928880,-0.00047895,0.00004623,0.00009912,-0.00004700,-0.10644175,0.12754749,0.00029189,-0.00002817,-0.00006041,0.31625430,-0.52840459,0.09135694
14.00000000,-0.49998348,-0.72948982,1.14555161,-0.10029518,-0.39999584,-0.14990344,0.00007614,0.17244270,-0.20663540,-0.00047287,0.00004564,0.00009786,-0.00005076,-0.11496180,0.13775693,0.00031525,-0.00003043,-0.00006524,0.31698183,-0.52880114,0.09198167
14.02000000,-0.49998197,-0.72606451,1.14144712,-0.10030457,-0.39999493,-0.14990150,0.00007509,0.17005979,-0.20377999,-0.00046634,0.00004501,0.00009651,-0.00005444,-0.12329791,0.14774596,0.00033811,-0.00003263,-0.00006997,0.31769712,-0.52919102,0.09260058
14.04000000,-0.49998047,-0.72268852,1.13740173,-0.10031383,-0.39999404,-0.14989958,0.00007397,0.16751211,-0.20072715,-0.00045935,0.00004434,0.00009507,-0.00005804,-0.13143537,0.15749695,0.00036042,-0.00003479,-0.00007459,0.31839959,-0.52957389,0.09321297
14.06000000,-0.49997901,-0.71936510,1.13341932,-0.10032294,-0.39999316,-0.14989770,0.00007277,0.16480379,-0.19748181,-0.00045193,0.00004362,0.00009353,-0.00006154,-0.13935945,0.16699226,0.00038215,-0.00003688,-0.00007909,0.31908867,-0.52994947,0.09381812
14.08000000,-0.49997756,-0.71609741,1.12950370,-0.10033190,-0.39999230,-0.14989584,0.00007151,0.16193925,-0.19404928,-0.00044407,0.00004286,0.00009190,-0.00006493,-0.14705546,0.17621426,0.00040326,-0.00003892,-0.00008346,0.31976381,-0.53031744,0.09441535
14.10000000,-0.49997615,-0.71288854,1.12565856,-0.10034070,-0.39999145,-0.14989402,0.00007017,0.15892319,-0.19043518,-0.00043580,0.00004206,0.00009019,-0.00006822,-0.15450866,0.18514532,0.00042370,-0.00004089,-0.00008769,0.32042449,-0.53067752,0.09500395
14.12000000,-0.49997476,-0.70974146,1.12188747,-0.10034933,-0.39999061,-0.14989223,0.00006878,0.15576062,-0.18664552,-0.00042713,0.00004123,0.00008840,-0.00007140,-0.16170435,0.19376780,0.00044343,-0.00004280,-0.00009177,0.32107022,-0.53102946,0.09558327
14.14000000,-0.49997340,-0.70665906,1.11819387,-0.10035778,-0.39998980,-0.14989048,0.00006732,0.15245684,-0.18268665,-0.00041807,0.00004035,0.00008652,-0.00007446,-0.16862781,0.20206407,0.00046241,-0.00004463,-0.00009570,0.32170054,-0.53137298,0.09615263
14.16000000,-0.49997207,-0.70364409,1.11458108,-0.10036605,-0.39998900,-0.14988877,0.00006580,0.14901742,-0.17856525,-0.00040864,0.00003944,0.00008457,-0.00007739,-0.17526432,0.21001650,0.00048061,-0.00004639,-0.00009946,0.32231501,-0.53170787,0.09671140
14.18000000,-0.49997077,-0.70069922,1.11105229,-0.10037413,-0.39998822,-0.14988710,0.00006422,0.14544827,-0.17428840,-0.00039885,0.00003850,0.00008254,-0.00008019,-0.18159918,0.21760746,0.00049798,-0.00004806,-0.00010306,0.32291323,-0.53203389,0.09725896
14.20000000,-0.49996950,-0.69782698,1.10761053,-0.10038200,-0.39998746,-0.14988547,0.00006259,0.14175557,-0.16986348,-0.00038872,0.00003752,0.00008045,-0.00008284,-0.18761766,0.22481931,0.00051449,-0.00004966,-0.00010648,0.32349482,-0.53235085,0.09779469
14.22000000,-0.49996826,-0.69502978,1.10425869,-0.10038967,-0.39998672,-0.14988389,0.00006091,0.13794577,-0.16529827,-0.00037828,0.00003651,0.00007829,-0.00008536,-0.19330505,0.23163442,0.00053008,-0.00005116,-0.00010970,0.32405943,-0.53265855,0.09831802
14.24000000,-0.49996706,-0.69230989,1.10099949,-0.10039713,-0.39998600,-0.14988234,0.00005918,0.13402567,-0.16060087,-0.00036753,0.00003547,0.00007606,-0.00008771,-0.19864664,0.23803516,0.00054473,-0.00005258,-0.00011273,0.32460674,-0.53295681,0.09882839
14.26000000,-0.49996590,-0.68966944,1.09783548,-0.10040437,-0.39998530,-0.14988084,0.00005740,0.13000231,-0.15577974,-0.00035649,0.00003441,0.00007378,-0.00008991,-0.20362770,0.24400390,0.00055839,-0.00005389,-0.00011556,0.32513646,-0.53324549,0.09932526
14.28000000,-0.49996477,-0.68711044,1.09476906,-0.10041139,-0.39998462,-0.14987939,0.00005558,0.12588306,-0.15084371,-0.00034520,0.00003332,0.00007144,-0.00009195,-0.20823353,0.24952299,0.00057102,-0.00005511,-0.00011818,0.32564834,-0.53352444,0.09980813
14.30000000,-0.49996367,-0.68463471,1.09180244,-0.10041818,-0.39998397,-0.14987799,0.00005373,0.12167557,-0.14580194,-0.00033366,0.00003220,0.00006905,-0.00009381,-0.21244941,0.25457481,0.00058258,-0.00005623,-0.00012057,0.32614214,-0.53379354,0.10027652
14.32000000,-0.49996262,-0.68224395,1.08893763,-0.10042473,-0.39998334,-0.14987663,0.00005183,0.11738778,-0.14066395,-0.00032190,0.00003107,0.00006662,-0.00009549,-0.21626062,0.25914173,0.00059303,-0.00005724,-0.00012273,0.32661767,-0.53405267,0.10072998
14.34000000,-0.49996160,-0.67993968,1.08617645,-0.10043105,-0.39998273,-0.14987532,0.00004991,0.11302794,-0.13543962,-0.00030995,0.00002992,0.00006414,-0.00009699,-0.21965246,0.26320611,0.00060233,-0.00005814,-0.00012466,0.32707476,-0.53430176,0.10116811
14.36000000,-0.49996062,-0.67772325,1.08352055,-0.10043713,-0.39998214,-0.14987406,0.00004796,0.10860458,-0.13013917,-0.00029782,0.00002874,0.00006163,-0.00009830,-0.22261019,0.26675032,0.00061044,-0.00005892,-0.00012633,0.32751329,-0.53454072,0.10159051
14.38000000,-0.49995968,-0.67559586,1.08097132,-0.10044296,-0.39998158,-0.14987286,0.00004598,0.10412653,-0.12477319,-0.00028554,0.00002756,0.00005909,-0.00009940,-0.22511912,0.26975673,0.00061732,-0.00005958,-0.00012776,0.32793314,-0.53476951,0.10199685
14.40000000,-0.49995878,-0.67355850,1.07852999,-0.10044855,-0.39998104,-0.14987170,0.00004398,0.09960290,-0.11935261,-0.00027313,0.00002636,0.00005653,-0.00010031,-0.22716452,0.27220770,0.00062293,-0.00006012,-0.00012892,0.32833424,-0.53498808,0.10238683
14.42000000,-0.49995792,-0.67161198,1.07619751,-0.10045389,-0.39998052,-0.14987060,0.00004197,0.09504313,-0.11388870,-0.00026063,0.00002516,0.00005394,-0.00010100,-0.22873168,0.27408560,0.00062723,-0.00006054,-0.00012981,0.32871658,-0.53519642,0.10276017
14.44000000,-0.49995710,-0.66975695,1.07397465,-0.10045898,-0.39998003,-0.14986954,0.00003994,0.09045692,-0.10839312,-0.00024805,0.00002394,0.00005134,-0.00010147,-0.22980588,0.27537280,0.00063018,-0.00006082,-0.00013042,0.32908013,-0.53539452,0.10311665
14.46000000,-0.49995632,-0.66799382,1.07186192,-0.10046381,-0.39997956,-0.14986854,0.00003791,0.08585428,-0.10287785,-0.00023543,0.00002272,0.00004872,-0.00010172,-0.23037241,0.27605167,0.00063173,-0.00006097,-0.00013074,0.32942494,-0.53558241,0.10345609
14.48000000,-0.49995559,-0.66632282,1.06985958,-0.10046839,-0.39997912,-0.14986759,0.00003587,0.08124551,-0.09735523,-0.00022279,0.00002150,0.00004611,-0.00010174,-0.23041656,0.27610457,0.00063185,-0.00006098,-0.00013076,0.32975107,-0.53576012,0.10377834
14.50000000,-0.49995489,-0.66474397,1.06796767,-0.10047272,-0.39997870,-0.14986670,0.00003384,0.07664120,-0.09183795,-0.00021017,0.00002028,0.00004349,-0.00010152,-0.22992360,0.27551386,0.00063050,-0.00006085,-0.00013048,0.33005862,-0.53592770,0.10408332
14.52000000,-0.49995423,-0.66325707,1.06618594,-0.10047680,-0.39997831,-0.14986585,0.00003182,0.07205224,-0.08633908,-0.00019758,0.00001907,0.00004089,-0.00010106,-0.22887883,0.27426193,0.00062763,-0.00006058,-0.00012989,0.33034773,-0.53608523,0.10437098
14.54000000,-0.49995362,-0.66186170,1.06451390,-0.10048063,-0.39997794,-0.14986506,0.00002980,0.06748982,-0.08087200,-0.00018507,0.00001786,0.00003830,-0.00010035,-0.22726753,0.27233113,0.00062322,-0.00006015,-0.00012898,0.33061859,-0.53623282,0.10464131
14.56000000,-0.49995304,-0.66055722,1.06295076,-0.10048420,-0.39997760,-0.14986432,0.00002780,0.06296542,-0.07545048,-0.00017266,0.00001667,0.00003573,-0.00009938,-0.22507497,0.26970383,0.00061720,-0.00005957,-0.00012773,0.33087139,-0.53637056,0.10489438
14.58000000,-0.49995250,-0.65934275,1.06149548,-0.10048753,-0.39997727,-0.14986363,0.00002583,0.05849080,-0.07008861,-0.00016039,0.00001548,0.00003319,-0.00009815,-0.22228646,0.26636240,0.00060956,-0.00005883,-0.00012615,0.33110639,-0.53649861,0.10513028
14.60000000,-0.49995201,-0.65821718,1.06014672,-0.10049062,-0.39997698,-0.14986299,0.00002388,0.05407803,-0.06480086,-0.00014829,0.00001431,0.00003069,-0.00009665,-0.21888727,0.26228920,0.00060023,-0.00005793,-0.00012422,0.33132388,-0.53661712,0.10534916
14.62000000,-0.49995155,-0.65717914,1.05890285,-0.10049347,-0.39997670,-0.14986240,0.00002196,0.04973948,-0.05960204,-0.00013640,0.00001316,0.00002823,-0.00009487,-0.21486269,0.25746660,0.00058920,-0.00005687,-0.00012194,0.33152420,-0.53672627,0.10555123
14.64000000,-0.49995113,-0.65622702,1.05776195,-0.10049608,-0.39997645,-0.14986186,0.00002009,0.04548779,-0.05450731,-0.00012474,0.00001204,0.00002581,-0.00009281,-0.21019800,0.25187698,0.00057641,-0.00005563,-0.00011929,0.33170772,-0.53682626,0.10573676
14.66000000,-0.49995074,-0.65535896,1.05672176,-0.10049846,-0.39997622,-0.14986137,0.00001825,0.04133592,-0.04953219,-0.00011335,0.00001094,0.00002346,-0.00009047,-0.20487848,0.24550269,0.00056182,-0.00005423,-0.00011627,0.33187486,-0.53691733,0.10590606
14.68000000,-0.49995040,-0.65457283,1.05577975,-0.10050061,-0.39997601,-0.14986093,0.00001647,0.03729712,-0.04469255,-0.00010228,0.00000987,0.00002117,-0.00008782,-0.19888943,0.23832611,0.00054540,-0.00005264,-0.00011287,0.33202606,-0.53699971,0.10605950
14.70000000,-0.49995009,-0.65386623,1.05493305,-0.10050255,-0.39997582,-0.14986052,0.00001474,0.03338491,-0.04000461,-0.00009155,0.00000884,0.00001895,-0.00008487,-0.19221613,0.23032959,0.00052710,-0.00005087,-0.00010909,0.33216185,-0.53707370,0.10619752
14.72000000,-0.49994981,-0.65323650,1.05417845,-0.10050428,-0.39997566,-0.14986017,0.00001308,0.02961313,-0.03548495,-0.00008121,0.00000784,0.00001681,-0.00008162,-0.18484386,0.22149551,0.00050688,-0.00004892,-0.00010490,0.33228277,-0.53713958,0.10632061
14.74000000,-0.49994956,-0.65268068,1.05351242,-0.10050580,-0.39997551,-0.14985985,0.00001148,0.02599591,-0.03115049,-0.00007129,0.00000688,0.00001475,-0.00007805,-0.17675791,0.21180624,0.00048471,-0.00004678,-0.00010031,0.33238942,-0.53719769,0.10642931
14.76000000,-0.49994935,-0.65219553,1.05293108,-0.10050713,-0.39997538,-0.14985958,0.00000996,0.02254767,-0.02701852,-0.00006183,0.00000597,0.00001280,-0.00007416,-0.16794356,0.20124414,0.00046054,-0.00004445,-0.00009531,0.33248245,-0.53724838,0.10652424
14.78000000,-0.49994916,-0.65177754,1.05243021,-0.10050828,-0.39997527,-0.14985934,0.00000851,0.01928312,-0.02310666,-0.00005288,0.00000510,0.00001094,-0.00006994,-0.15838609,0.18979158,0.00043433,-0.00004192,-0.00008989,0.33256255,-0.53729203,0.10660606
14.80000000,-0.49994901,-0.65142288,1.05200522,-0.10050925,-0.39997518,-0.14985914,0.00000716,0.01621728,-0.01943291,-0.00004447,0.00000429,0.00000920,-0.00006538,-0.14807080,0.17743093,0.00040604,-0.00003919,-0.00008403,0.33263049,-0.53732904,0.10667551
